contract_id,symbol,timestamp,price,confidence,source,date
ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,1754712000,4050.02,0.99,defillama,2025-08-09 04:00:00
ethereum:0x6b175474e89094c44da98b954eedeac495271d0f,DAI,1754798400,0.999751,0.99,defillama,2025-08-10 04:00:00
ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1754798400,0.9998,0.99,defillama,2025-08-10 04:00:00
ethereum:0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,1754798400,0.999972,0.99,defillama,2025-08-10 04:00:00
ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,1754798400,4244.42,0.99,defillama,2025-08-10 04:00:00
ethereum:0x6b175474e89094c44da98b954eedeac495271d0f,DAI,1754884800,1.0,0.99,defillama,2025-08-11 04:00:00
ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1754884800,0.999776,0.99,defillama,2025-08-11 04:00:00
ethereum:0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,1754884800,0.999916,0.99,defillama,2025-08-11 04:00:00
ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,1754884800,4308.55,0.99,defillama,2025-08-11 04:00:00
ethereum:0x6b175474e89094c44da98b954eedeac495271d0f,DAI,1754971200,0.999897,0.99,defillama,2025-08-12 04:00:00
ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1754971200,0.999715,0.99,defillama,2025-08-12 04:00:00
ethereum:0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,1754971200,0.999833,0.99,defillama,2025-08-12 04:00:00
ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,1754971200,4284.95,0.99,defillama,2025-08-12 04:00:00
ethereum:0x6b175474e89094c44da98b954eedeac495271d0f,DAI,1755057600,0.999556,0.99,defillama,2025-08-13 04:00:00
ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1755057600,0.999807,0.99,defillama,2025-08-13 04:00:00
ethereum:0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,1755057600,0.999822,0.99,defillama,2025-08-13 04:00:00
ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,1755057600,4643.52,0.99,defillama,2025-08-13 04:00:00
ethereum:0x6b175474e89094c44da98b954eedeac495271d0f,DAI,1755144000,0.999509,0.99,defillama,2025-08-14 04:00:00
ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1755144000,0.999715,0.99,defillama,2025-08-14 04:00:00
ethereum:0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,1755144000,1.0,0.99,defillama,2025-08-14 04:00:00
ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,1755144000,4770.04,0.99,defillama,2025-08-14 04:00:00
ethereum:0x6b175474e89094c44da98b954eedeac495271d0f,DAI,1755230400,0.999715,0.99,defillama,2025-08-15 04:00:00
ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1755230400,0.999888,0.99,defillama,2025-08-15 04:00:00
ethereum:0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,1755230400,1.001,0.99,defillama,2025-08-15 04:00:00
ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,1755230400,4641.0,0.99,defillama,2025-08-15 04:00:00
ethereum:0x6b175474e89094c44da98b954eedeac495271d0f,DAI,1755316800,1.0,0.99,defillama,2025-08-16 04:00:00
ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1755316800,0.999714,0.99,defillama,2025-08-16 04:00:00
ethereum:0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,1755316800,1.001,0.99,defillama,2025-08-16 04:00:00
ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,1755316800,4445.31,0.99,defillama,2025-08-16 04:00:00
ethereum:0x6b175474e89094c44da98b954eedeac495271d0f,DAI,1755403200,0.999945,0.99,defillama,2025-08-17 04:00:00
ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1755403200,0.999878,0.99,defillama,2025-08-17 04:00:00
ethereum:0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,1755403200,1.001,0.99,defillama,2025-08-17 04:00:00
ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,1755403200,4455.63,0.99,defillama,2025-08-17 04:00:00
ethereum:0x6b175474e89094c44da98b954eedeac495271d0f,DAI,1755489600,0.999905,0.99,defillama,2025-08-18 04:00:00
ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1755489600,0.999852,0.99,defillama,2025-08-18 04:00:00
ethereum:0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,1755489600,1.001,0.99,defillama,2025-08-18 04:00:00
ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,1755489600,4319.95,0.99,defillama,2025-08-18 04:00:00
ethereum:0x6b175474e89094c44da98b954eedeac495271d0f,DAI,1755576000,1.0,0.99,defillama,2025-08-19 04:00:00
ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1755576000,0.999777,0.99,defillama,2025-08-19 04:00:00
ethereum:0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,1755576000,1.0,0.99,defillama,2025-08-19 04:00:00
ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,1755576000,4224.06,0.99,defillama,2025-08-19 04:00:00
ethereum:0x6b175474e89094c44da98b954eedeac495271d0f,DAI,1755662400,0.999705,0.99,defillama,2025-08-20 04:00:00
ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1755662400,0.999802,0.99,defillama,2025-08-20 04:00:00
ethereum:0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,1755662400,0.999948,0.99,defillama,2025-08-20 04:00:00
ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,1755662400,4143.14,0.99,defillama,2025-08-20 04:00:00
ethereum:0x6b175474e89094c44da98b954eedeac495271d0f,DAI,1755748800,0.999655,0.99,defillama,2025-08-21 04:00:00
ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1755748800,0.999829,0.99,defillama,2025-08-21 04:00:00
ethereum:0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,1755748800,1.0,0.99,defillama,2025-08-21 04:00:00
ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,1755748800,4299.64,0.99,defillama,2025-08-21 04:00:00
ethereum:0x6b175474e89094c44da98b954eedeac495271d0f,DAI,1755835200,0.999889,0.99,defillama,2025-08-22 04:00:00
ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1755835200,0.999804,0.99,defillama,2025-08-22 04:00:00
ethereum:0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,1755835200,0.9998,0.99,defillama,2025-08-22 04:00:00
ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,1755835200,4276.66,0.99,defillama,2025-08-22 04:00:00
ethereum:0x6b175474e89094c44da98b954eedeac495271d0f,DAI,1755921600,1.0,0.99,defillama,2025-08-23 04:00:00
ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1755921600,0.999708,0.99,defillama,2025-08-23 04:00:00
ethereum:0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,1755921600,0.999529,0.99,defillama,2025-08-23 04:00:00
ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,1755921600,4694.4,0.99,defillama,2025-08-23 04:00:00
ethereum:0x6b175474e89094c44da98b954eedeac495271d0f,DAI,1756008000,0.999861428259867,0.99,defillama,2025-08-24 04:00:00
ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1756008000,0.999822,0.99,defillama,2025-08-24 04:00:00
ethereum:0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,1756008000,0.999684,0.99,defillama,2025-08-24 04:00:00
ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,1756008000,4790.27,0.99,defillama,2025-08-24 04:00:00
ethereum:0x6b175474e89094c44da98b954eedeac495271d0f,DAI,1756094400,0.999873,0.99,defillama,2025-08-25 04:00:00
ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1756094400,0.999813,0.99,defillama,2025-08-25 04:00:00
ethereum:0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,1756094400,0.999918,0.99,defillama,2025-08-25 04:00:00
ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,1756094400,4736.78,0.99,defillama,2025-08-25 04:00:00
ethereum:0x6b175474e89094c44da98b954eedeac495271d0f,DAI,1756180800,0.999857,0.99,defillama,2025-08-26 04:00:00
ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1756180800,0.999798,0.99,defillama,2025-08-26 04:00:00
ethereum:0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,1756180800,1.0,0.99,defillama,2025-08-26 04:00:00
ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,1756180800,4407.86,0.99,defillama,2025-08-26 04:00:00
ethereum:0x6b175474e89094c44da98b954eedeac495271d0f,DAI,1756267200,0.999775,0.99,defillama,2025-08-27 04:00:00
ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1756267200,0.999806,0.99,defillama,2025-08-27 04:00:00
ethereum:0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,1756267200,1.0,0.99,defillama,2025-08-27 04:00:00
ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,1756267200,4609.92,0.99,defillama,2025-08-27 04:00:00
ethereum:0x6b175474e89094c44da98b954eedeac495271d0f,DAI,1756353600,0.999772,0.99,defillama,2025-08-28 04:00:00
ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1756353600,0.999815,0.99,defillama,2025-08-28 04:00:00
ethereum:0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,1756353600,1.0,0.99,defillama,2025-08-28 04:00:00
ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,1756353600,4544.54,0.99,defillama,2025-08-28 04:00:00
ethereum:0x6b175474e89094c44da98b954eedeac495271d0f,DAI,1756440000,0.999842,0.99,defillama,2025-08-29 04:00:00
ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1756440000,0.999825,0.99,defillama,2025-08-29 04:00:00
ethereum:0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,1756440000,1.0,0.99,defillama,2025-08-29 04:00:00
ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,1756440000,4498.72,0.99,defillama,2025-08-29 04:00:00
ethereum:0x6b175474e89094c44da98b954eedeac495271d0f,DAI,1756526400,0.999844,0.99,defillama,2025-08-30 04:00:00
ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1756526400,0.999806,0.99,defillama,2025-08-30 04:00:00
ethereum:0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,1756526400,1.0,0.99,defillama,2025-08-30 04:00:00
ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,1756526400,4356.47,0.99,defillama,2025-08-30 04:00:00
ethereum:0x6b175474e89094c44da98b954eedeac495271d0f,DAI,1756612800,0.999948,0.99,defillama,2025-08-31 04:00:00
ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1756612800,0.999803,0.99,defillama,2025-08-31 04:00:00
ethereum:0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,1756612800,1.0,0.99,defillama,2025-08-31 04:00:00
ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,1756612800,4475.43,0.99,defillama,2025-08-31 04:00:00
ethereum:0x6b175474e89094c44da98b954eedeac495271d0f,DAI,1756699200,0.999711,0.99,defillama,2025-09-01 04:00:00
ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1756699200,0.999809,0.99,defillama,2025-09-01 04:00:00
ethereum:0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,1756699200,1.0,0.99,defillama,2025-09-01 04:00:00
ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,1756699200,4405.85,0.99,defillama,2025-09-01 04:00:00
