symbol,contract_id,timestamp,price,confidence,source
USDC,ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1754625600,0.999742000000000000,0.99,defillama
USDT,ethereum:0xdac17f958d2ee523a2206206994597c13d831ec7,1754625600,1.000000000000000000,0.99,defillama
WETH,ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1754625600,3932.499999999999868928,0.99,defillama
DAI,ethereum:0x6b175474e89094c44da98b954eedeac495271d0f,1754712000,0.999905000000000000,0.99,defillama
USDC,ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1754712000,0.999801000000000000,0.99,defillama
USDT,ethereum:0xdac17f958d2ee523a2206206994597c13d831ec7,1754712000,1.000000000000000000,0.99,defillama
WETH,ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1754712000,4050.019999999999868928,0.99,defillama
DAI,ethereum:0x6b175474e89094c44da98b954eedeac495271d0f,1754798400,0.999751000000000000,0.99,defillama
USDC,ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1754798400,0.999800000000000000,0.99,defillama
USDT,ethereum:0xdac17f958d2ee523a2206206994597c13d831ec7,1754798400,0.999972000000000000,0.99,defillama
WETH,ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1754798400,4244.419999999999868928,0.99,defillama
DAI,ethereum:0x6b175474e89094c44da98b954eedeac495271d0f,1754884800,1.000000000000000000,0.99,defillama
USDC,ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1754884800,0.999776000000000000,0.99,defillama
USDT,ethereum:0xdac17f958d2ee523a2206206994597c13d831ec7,1754884800,0.999916000000000000,0.99,defillama
WETH,ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1754884800,4308.550000000000065536,0.99,defillama
DAI,ethereum:0x6b175474e89094c44da98b954eedeac495271d0f,1754971200,0.999897000000000000,0.99,defillama
USDC,ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1754971200,0.999715000000000000,0.99,defillama
USDT,ethereum:0xdac17f958d2ee523a2206206994597c13d831ec7,1754971200,0.999833000000000000,0.99,defillama
WETH,ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1754971200,4284.950000000000065536,0.99,defillama
DAI,ethereum:0x6b175474e89094c44da98b954eedeac495271d0f,1755057600,0.999556000000000000,0.99,defillama
USDC,ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1755057600,0.999807000000000000,0.99,defillama
USDT,ethereum:0xdac17f958d2ee523a2206206994597c13d831ec7,1755057600,0.999822000000000000,0.99,defillama
WETH,ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1755057600,4643.520000000000524288,0.99,defillama
DAI,ethereum:0x6b175474e89094c44da98b954eedeac495271d0f,1755144000,0.999509000000000000,0.99,defillama
USDC,ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1755144000,0.999715000000000000,0.99,defillama
USDT,ethereum:0xdac17f958d2ee523a2206206994597c13d831ec7,1755144000,1.000000000000000000,0.99,defillama
WETH,ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1755144000,4770.040000000000262144,0.99,defillama
DAI,ethereum:0x6b175474e89094c44da98b954eedeac495271d0f,1755230400,0.999715000000000000,0.99,defillama
USDC,ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1755230400,0.999888000000000000,0.99,defillama
USDT,ethereum:0xdac17f958d2ee523a2206206994597c13d831ec7,1755230400,1.000999999999999872,0.99,defillama
WETH,ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1755230400,4641.000000000000000000,0.99,defillama
DAI,ethereum:0x6b175474e89094c44da98b954eedeac495271d0f,1755316800,1.000000000000000000,0.99,defillama
USDC,ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1755316800,0.999714000000000000,0.99,defillama
USDT,ethereum:0xdac17f958d2ee523a2206206994597c13d831ec7,1755316800,1.000999999999999872,0.99,defillama
WETH,ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1755316800,4445.310000000000327680,0.99,defillama
DAI,ethereum:0x6b175474e89094c44da98b954eedeac495271d0f,1755403200,0.999945000000000000,0.99,defillama
USDC,ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1755403200,0.999878000000000000,0.99,defillama
USDT,ethereum:0xdac17f958d2ee523a2206206994597c13d831ec7,1755403200,1.000999999999999872,0.99,defillama
WETH,ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1755403200,4455.630000000000327680,0.99,defillama
DAI,ethereum:0x6b175474e89094c44da98b954eedeac495271d0f,1755489600,0.999905000000000000,0.99,defillama
USDC,ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1755489600,0.999852000000000000,0.99,defillama
USDT,ethereum:0xdac17f958d2ee523a2206206994597c13d831ec7,1755489600,1.000999999999999872,0.99,defillama
WETH,ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1755489600,4319.949999999999803392,0.99,defillama
DAI,ethereum:0x6b175474e89094c44da98b954eedeac495271d0f,1755576000,1.000000000000000000,0.99,defillama
USDC,ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1755576000,0.999777000000000000,0.99,defillama
USDT,ethereum:0xdac17f958d2ee523a2206206994597c13d831ec7,1755576000,1.000000000000000000,0.99,defillama
WETH,ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1755576000,4224.060000000000655360,0.99,defillama
DAI,ethereum:0x6b175474e89094c44da98b954eedeac495271d0f,1755662400,0.999705000000000000,0.99,defillama
USDC,ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1755662400,0.999802000000000000,0.99,defillama
USDT,ethereum:0xdac17f958d2ee523a2206206994597c13d831ec7,1755662400,0.999948000000000000,0.99,defillama
WETH,ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1755662400,4143.140000000000393216,0.99,defillama
DAI,ethereum:0x6b175474e89094c44da98b954eedeac495271d0f,1755748800,0.999655000000000000,0.99,defillama
USDC,ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1755748800,0.999829000000000000,0.99,defillama
USDT,ethereum:0xdac17f958d2ee523a2206206994597c13d831ec7,1755748800,1.000000000000000000,0.99,defillama
WETH,ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1755748800,4299.640000000000262144,0.99,defillama
DAI,ethereum:0x6b175474e89094c44da98b954eedeac495271d0f,1755835200,0.999889000000000000,0.99,defillama
USDC,ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1755835200,0.999804000000000000,0.99,defillama
USDT,ethereum:0xdac17f958d2ee523a2206206994597c13d831ec7,1755835200,0.999800000000000000,0.99,defillama
WETH,ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1755835200,4276.659999999999868928,0.99,defillama
DAI,ethereum:0x6b175474e89094c44da98b954eedeac495271d0f,1755921600,1.000000000000000000,0.99,defillama
USDC,ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1755921600,0.999708000000000000,0.99,defillama
USDT,ethereum:0xdac17f958d2ee523a2206206994597c13d831ec7,1755921600,0.999529000000000000,0.99,defillama
WETH,ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1755921600,4694.399999999999475712,0.99,defillama
DAI,ethereum:0x6b175474e89094c44da98b954eedeac495271d0f,1756008000,0.999861428259867008,0.99,defillama
USDC,ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1756008000,0.999822000000000000,0.99,defillama
USDT,ethereum:0xdac17f958d2ee523a2206206994597c13d831ec7,1756008000,0.999684000000000000,0.99,defillama
WETH,ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1756008000,4790.270000000000851968,0.99,defillama
DAI,ethereum:0x6b175474e89094c44da98b954eedeac495271d0f,1756094400,0.999873000000000000,0.99,defillama
USDC,ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1756094400,0.999813000000000000,0.99,defillama
USDT,ethereum:0xdac17f958d2ee523a2206206994597c13d831ec7,1756094400,0.999918000000000000,0.99,defillama
WETH,ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1756094400,4736.780000000000131072,0.99,defillama
DAI,ethereum:0x6b175474e89094c44da98b954eedeac495271d0f,1756180800,0.999857000000000000,0.99,defillama
USDC,ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1756180800,0.999798000000000000,0.99,defillama
USDT,ethereum:0xdac17f958d2ee523a2206206994597c13d831ec7,1756180800,1.000000000000000000,0.99,defillama
WETH,ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1756180800,4407.859999999999868928,0.99,defillama
DAI,ethereum:0x6b175474e89094c44da98b954eedeac495271d0f,1756267200,0.999775000000000000,0.99,defillama
USDC,ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1756267200,0.999806000000000000,0.99,defillama
USDT,ethereum:0xdac17f958d2ee523a2206206994597c13d831ec7,1756267200,1.000000000000000000,0.99,defillama
WETH,ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1756267200,4609.920000000000000000,0.99,defillama
DAI,ethereum:0x6b175474e89094c44da98b954eedeac495271d0f,1756353600,0.999772000000000000,0.99,defillama
USDC,ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1756353600,0.999815000000000000,0.99,defillama
USDT,ethereum:0xdac17f958d2ee523a2206206994597c13d831ec7,1756353600,1.000000000000000000,0.99,defillama
WETH,ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1756353600,4544.540000000000131072,0.99,defillama
DAI,ethereum:0x6b175474e89094c44da98b954eedeac495271d0f,1756440000,0.999842000000000000,0.99,defillama
USDC,ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1756440000,0.999825000000000000,0.99,defillama
USDT,ethereum:0xdac17f958d2ee523a2206206994597c13d831ec7,1756440000,1.000000000000000000,0.99,defillama
WETH,ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1756440000,4498.720000000000000000,0.99,defillama
DAI,ethereum:0x6b175474e89094c44da98b954eedeac495271d0f,1756526400,0.999844000000000000,0.99,defillama
USDC,ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1756526400,0.999806000000000000,0.99,defillama
USDT,ethereum:0xdac17f958d2ee523a2206206994597c13d831ec7,1756526400,1.000000000000000000,0.99,defillama
WETH,ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1756526400,4356.470000000000065536,0.99,defillama
DAI,ethereum:0x6b175474e89094c44da98b954eedeac495271d0f,1756612800,0.999948000000000000,0.99,defillama
USDC,ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1756612800,0.999803000000000000,0.99,defillama
USDT,ethereum:0xdac17f958d2ee523a2206206994597c13d831ec7,1756612800,1.000000000000000000,0.99,defillama
WETH,ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1756612800,4475.430000000000065536,0.99,defillama
DAI,ethereum:0x6b175474e89094c44da98b954eedeac495271d0f,1756699200,0.999711000000000000,0.99,defillama
USDC,ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1756699200,0.999809000000000000,0.99,defillama
USDT,ethereum:0xdac17f958d2ee523a2206206994597c13d831ec7,1756699200,1.000000000000000000,0.99,defillama
WETH,ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1756699200,4405.850000000000458752,0.99,defillama
